0,System I,System A,System K,black-bar,System M,System D,System E,System O,System G,System F,System H,System J,System N,System C,System L,System B
1,System A,System K,System D,System I,black-bar,System M,System E,System O,System G,System F,System H,System J,System N,System C,System L,System B
2,System G,System O,System M,System H,System F,System D,System I,System L,System K,System A,System J,black-bar,System N,System E,System C,System B
3,System F,System O,System G,System M,System D,System I,System L,System H,System A,System J,System K,black-bar,System N,System E,System C,System B
0,System N,System I,System L,System B,System H,System C,System E,System O,System G,System F,System A,black-bar,System M,System D,System K,System J
1,System N,System I,System L,System E,System B,System H,System C,System G,System O,System F,System A,black-bar,System M,System D,System K,System J
2,System L,System E,System C,System B,System D,System K,System F,System M,System H,System O,black-bar,System N,System G,System A,System I,System J
3,System L,System E,System I,System D,System O,System K,System C,System H,System B,System M,System F,System N,black-bar,System G,System A,System J
0,System D,System N,System J,System O,System H,System F,System B,System L,System G,System C,System M,System K,black-bar,System I,System A,System E
1,System D,System N,black-bar,System G,System K,System L,System B,System C,System F,System M,System J,System O,System H,System I,System A,System E
2,System K,System G,System H,System C,System O,System L,System F,System M,System A,black-bar,System D,System B,System I,System J,System N,System E
3,System K,System F,System L,System C,System G,System M,System A,System H,System B,System O,System J,System D,black-bar,System N,System E,System I
0,System L,black-bar,System K,System F,System O,System D,System M,System N,System J,System H,System C,System I,System A,System E,System G,System B
1,System L,black-bar,System O,System K,System F,System D,System M,System N,System J,System H,System C,System I,System A,System E,System G,System B
2,System M,System F,System L,System N,System J,System I,System D,black-bar,System O,System A,System C,System E,System G,System B,System H,System K
3,System M,System J,System I,System D,System N,System L,System O,System H,System C,System E,System K,System G,System A,System B,System F,black-bar
0,System G,black-bar,System H,System M,System A,System C,System L,System D,System J,System N,System K,System B,System I,System O,System F,System E
1,System G,black-bar,System H,System M,System A,System C,System L,System D,System J,System N,System K,System B,System I,System O,System F,System E
2,System H,System A,System C,System I,System J,System E,black-bar,System G,System L,System D,System N,System K,System B,System O,System F,System M
3,System H,System N,System I,System E,System C,System L,System M,System G,System O,System D,System J,System K,System F,black-bar,System A,System B
0,System J,System A,black-bar,System D,System H,System M,System E,System O,System N,System L,System G,System I,System K,System C,System B,System F
1,System J,System A,black-bar,System D,System H,System M,System E,System O,System N,System L,System G,System I,System K,System C,System B,System F
2,System M,System G,System D,System E,System H,System A,System O,System L,System N,System J,System C,System B,System K,System F,System I,black-bar
3,System H,System E,System D,System A,System M,System J,System O,System G,System N,System K,System B,System L,black-bar,System F,System C,System I
0,System H,black-bar,System B,System O,System M,System D,System N,System F,System G,System J,System K,System E,System I,System A,System C,System L
1,System H,black-bar,System B,System O,System M,System D,System N,System F,System G,System J,System K,System E,System I,System A,System C,System L
2,System H,System B,System L,System K,System D,System M,System G,System N,System F,System E,System J,System I,System O,System C,System A,black-bar
3,System H,System L,System E,System C,System B,System M,System N,System F,System J,System K,System G,System O,System D,System A,black-bar,System I
0,System G,System F,System C,black-bar,System A,System E,System I,System K,System L,System D,System J,System H,System B,System M,System O,System N
1,System G,System C,System F,black-bar,System I,System A,System E,System K,System L,System D,System J,System H,System B,System M,System O,System N
2,System A,System I,System C,System G,System E,System K,System D,System J,System F,System L,System O,System B,black-bar,System M,System H,System N
3,System C,System G,System E,System I,System K,System D,System J,System A,System L,System B,System O,System F,black-bar,System M,System H,System N
0,System F,System L,System O,System K,System E,System G,System N,System A,System B,System D,black-bar,System C,System M,System J,System I,System H
1,System L,System O,System K,System E,System G,System N,System F,System A,System B,System D,black-bar,System M,System C,System J,System I,System H
2,System O,System E,System L,System K,System G,System C,System A,System N,System D,black-bar,System I,System M,System F,System B,System J,System H
3,System O,System G,System L,System N,System F,System E,System D,System A,System C,System B,System K,System J,black-bar,System I,System M,System H
0,System K,System O,System E,System A,System G,System H,System F,System M,System I,System B,black-bar,System C,System D,System N,System J,System L
1,System B,System E,System O,System G,System H,System M,System F,System I,System K,System A,black-bar,System C,System D,System N,System J,System L
2,System G,System C,System B,System E,System H,System O,System D,System F,System M,System A,System N,System I,black-bar,System K,System L,System J
3,System G,System O,System E,System D,System B,System H,System F,System C,System M,System A,System N,System K,black-bar,System I,System J,System L
