0,System M,System B,System O,System A,System E,System G,System F,black-bar,System D,System N,System K,System H,System C,System L,System I,System J
1,System J,black-bar,System L,System C,System N,System A,System M,System B,System F,System O,System K,System I,System G,System D,System H,System E
2,System F,black-bar,System L,System C,System J,System N,System A,System M,System B,System O,System K,System I,System G,System D,System H,System E
3,System G,System M,System B,System O,System E,System C,System F,System L,System D,System A,System H,System N,System K,black-bar,System I,System J
0,System M,System E,System K,System D,System L,System N,System H,System I,System A,System J,System F,System G,black-bar,System O,System B,System C
1,System J,System L,System N,black-bar,System K,System M,System E,System H,System D,System A,System B,System C,System I,System O,System F,System G
2,System L,System C,System N,black-bar,System K,System M,System E,System H,System D,System A,System J,System B,System I,System O,System F,System G
3,System M,System L,System A,System D,System F,System H,System N,System G,System I,System E,System O,System C,System K,black-bar,System J,System B
0,System L,System A,System J,System M,System E,System N,System G,System D,black-bar,System B,System C,System H,System K,System I,System O,System F
1,System C,black-bar,System B,System L,System N,System G,System A,System K,System J,System E,System H,System F,System M,System O,System I,System D
2,System C,black-bar,System B,System L,System N,System G,System A,System K,System J,System E,System H,System F,System M,System O,System I,System D
3,System L,System E,System O,System C,System B,System A,System H,System J,System G,System I,System K,System M,System F,System D,System N,black-bar
0,System B,System I,System E,System O,System C,System F,System K,black-bar,System H,System L,System N,System J,System D,System G,System M,System A
1,System D,System L,black-bar,System I,System B,System F,System K,System O,System J,System N,System E,System C,System A,System H,System M,System G
2,System F,System O,System J,System L,System K,System H,System M,System N,black-bar,System I,System B,System E,System C,System A,System G,System D
3,System B,System I,System E,System K,System F,System J,System N,System O,System L,System C,System D,System G,System M,black-bar,System H,System A
0,System J,System E,System G,System H,System F,System K,System C,System B,System M,black-bar,System O,System D,System L,System N,System I,System A
1,System L,System D,System I,System A,System K,System N,black-bar,System M,System G,System J,System H,System E,System F,System C,System O,System B
2,System G,System J,System H,System E,System K,System F,System O,System B,black-bar,System L,System I,System M,System D,System A,System C,System N
3,System B,System H,System E,System K,System G,System F,System M,System J,System L,System I,System D,System N,black-bar,System O,System C,System A
0,System C,System O,System K,System G,System I,System B,System E,System H,System M,System L,System F,System D,System J,black-bar,System N,System A
1,System D,black-bar,System C,System H,System K,System I,System O,System G,System B,System E,System M,System J,System A,System N,System F,System L
2,System A,System E,System D,black-bar,System C,System H,System K,System I,System O,System B,System G,System M,System J,System N,System F,System L
3,System G,System K,System B,System C,System H,System M,System O,System I,System E,System F,System D,black-bar,System J,System L,System N,System A
0,System K,System B,System L,System E,System N,System C,System G,System F,System A,System D,System H,System M,black-bar,System J,System O,System I
1,System I,black-bar,System B,System C,System N,System K,System E,System F,System L,System A,System J,System G,System M,System D,System H,System O
2,System D,System E,black-bar,System B,System C,System N,System K,System F,System L,System A,System J,System G,System I,System M,System H,System O
3,System B,System E,System K,System F,System C,System N,System A,System L,System D,System G,System H,black-bar,System O,System J,System M,System I
0,System K,System M,System F,System E,System A,System O,System I,System G,System C,System J,black-bar,System B,System H,System L,System D,System N
1,System H,black-bar,System C,System L,System G,System F,System I,System M,System K,System A,System D,System N,System B,System E,System O,System J
2,System L,System C,System I,System K,System O,System M,black-bar,System H,System G,System F,System A,System D,System N,System B,System E,System J
3,System M,System G,System E,System J,System C,System I,System K,System O,System A,System F,black-bar,System L,System H,System D,System B,System N
0,System C,System O,System J,System I,System L,System G,System N,System D,System E,System H,System K,System B,black-bar,System F,System A,System M
1,System C,System O,System J,System F,System L,black-bar,System G,System I,System E,System N,System D,System H,System A,System B,System K,System M
2,System C,System L,System O,System F,System J,black-bar,System G,System I,System E,System N,System D,System H,System A,System B,System K,System M
3,System I,System L,System O,System C,System G,System J,System N,System E,System D,System K,black-bar,System H,System F,System B,System A,System M
0,System L,System G,System F,System H,System J,System K,System O,System M,System E,System I,System C,black-bar,System N,System A,System B,System D
1,System G,System J,System H,System F,System M,System O,System L,System K,System C,System E,System I,System N,System B,black-bar,System D,System A
2,System F,System G,System O,System K,System J,System H,System M,System E,System I,System L,black-bar,System N,System C,System D,System B,System A
3,System M,System G,System K,System L,System O,System F,System N,System H,System E,System C,System J,black-bar,System A,System I,System B,System D
0,System B,System G,System O,System I,System K,System A,System H,System E,System L,System F,System D,System M,System C,System J,System N,black-bar
1,System B,System A,System O,System I,System G,System H,System K,System L,System E,System F,System M,System D,System N,System C,System J,black-bar
2,System K,System G,System B,System A,black-bar,System O,System I,System H,System C,System L,System E,System F,System M,System D,System N,System J
3,System G,System O,System B,System I,System K,System A,System H,System L,System J,System E,System M,System F,System C,System N,System D,black-bar
0,System I,System B,System C,System L,System N,System D,System M,System A,System O,System K,System H,System G,System F,System J,black-bar,System E
1,System N,System M,System K,System G,System F,System O,System E,black-bar,System L,System D,System B,System I,System C,System A,System H,System J
2,System N,System M,System O,System G,black-bar,System L,System D,System B,System I,System C,System K,System A,System E,System H,System J,System F
3,System N,System L,System B,System I,System C,System M,System D,System O,System K,System G,System A,System J,System F,black-bar,System H,System E
0,System D,System I,System A,System G,System F,System C,System L,System B,System K,System M,System J,black-bar,System N,System H,System E,System O
1,System N,System D,System I,System F,black-bar,System K,System A,System B,System G,System H,System J,System O,System M,System E,System L,System C
2,System D,System F,System H,System N,System I,black-bar,System K,System A,System G,System J,System B,System O,System M,System E,System L,System C
3,System L,System F,System G,System D,System A,System K,System I,System C,System B,black-bar,System N,System H,System E,System J,System M,System O
